,datetime,symbol,open,high,low,close,volume,change (%),last day change (%)
0,2022-06-01,NSE:EMUDHRA,270.0,279.0,256.0,257.89999,7383750.0,,
1,2022-06-02,NSE:EMUDHRA,255.89999,259.0,253.75,255.89999,965938.0,-0.7754944077353396,
2,2022-06-03,NSE:EMUDHRA,256.10001,261.0,255.14999,256.20001,871504.0,0.11724111439004657,-0.7754944077353396
3,2022-06-06,NSE:EMUDHRA,256.20001,259.60001,254.05,257.5,325169.0,0.507412158180626,0.11724111439004657
4,2022-06-07,NSE:EMUDHRA,253.3,260.39999,253.3,258.85001,333655.0,0.5242757281553388,0.507412158180626
5,2022-06-08,NSE:EMUDHRA,256.0,259.0,253.05,255.35001,178072.0,-1.3521343885596142,0.5242757281553388
6,2022-06-09,NSE:EMUDHRA,255.35001,258.0,254.45,255.95,164921.0,0.23496768220216288,-1.3521343885596142
7,2022-06-10,NSE:EMUDHRA,253.89999,255.0,252.0,253.2,132439.0,-1.0744285993358078,0.23496768220216288
8,2022-06-13,NSE:EMUDHRA,253.0,253.0,245.10001,247.55,260250.0,-2.231437598736168,-1.0744285993358078
9,2022-06-14,NSE:EMUDHRA,245.0,256.0,244.10001,255.0,235625.0,3.0094930317107607,-2.231437598736168
10,2022-06-15,NSE:EMUDHRA,257.89999,258.79999,253.89999,256.60001,219168.0,0.6274549019607834,3.0094930317107607
11,2022-06-16,NSE:EMUDHRA,256.10001,258.75,253.75,256.85001,301391.0,0.09742789955464148,0.6274549019607834
12,2022-06-17,NSE:EMUDHRA,253.10001,257.5,251.85001,255.64999,197431.0,-0.4672065225926972,0.09742789955464148
13,2022-06-20,NSE:EMUDHRA,252.25,254.3,248.05,251.25,118670.0,-1.721099226328936,-0.4672065225926972
14,2022-06-21,NSE:EMUDHRA,251.55,253.89999,236.55,243.64999,64248.0,-3.024879601990049,-1.721099226328936
15,2022-06-22,NSE:EMUDHRA,240.95,253.2,236.3,246.45,119991.0,1.1491935624540703,-3.024879601990049
16,2022-06-23,NSE:EMUDHRA,246.39999,249.8,239.5,240.8,43188.0,-2.2925542706431234,1.1491935624540703
17,2022-06-24,NSE:EMUDHRA,243.8,244.75,239.0,239.45,35442.0,-0.5606312292358898,-2.2925542706431234
18,2022-06-27,NSE:EMUDHRA,240.10001,243.39999,238.0,239.5,31530.0,0.020881186051372465,-0.5606312292358898
19,2022-06-28,NSE:EMUDHRA,238.55,251.0,237.2,246.3,115028.0,2.8392484342380007,0.020881186051372465
20,2022-06-29,NSE:EMUDHRA,246.05,255.0,243.89999,253.5,96624.0,2.9232643118148554,2.8392484342380007
21,2022-06-30,NSE:EMUDHRA,252.0,256.0,248.25,252.89999,54832.0,-0.23669033530571895,2.9232643118148554
22,2022-07-01,NSE:EMUDHRA,247.5,254.39999,246.0,252.5,44487.0,-0.15816133484228392,-0.23669033530571895
23,2022-07-04,NSE:EMUDHRA,250.0,252.0,246.0,246.95,18303.0,-2.198019801980202,-0.15816133484228392
24,2022-07-05,NSE:EMUDHRA,246.0,251.10001,246.0,248.60001,35405.0,0.6681554970641866,-2.198019801980202
25,2022-07-06,NSE:EMUDHRA,249.0,251.95,244.3,250.2,80759.0,0.6436001350120586,0.6681554970641866
26,2022-07-07,NSE:EMUDHRA,252.0,252.95,248.0,248.5,26330.0,-0.6794564348521137,0.6436001350120586
27,2022-07-08,NSE:EMUDHRA,248.39999,250.7,247.10001,248.35001,21802.0,-0.06035814889336118,-0.6794564348521137
28,2022-07-11,NSE:EMUDHRA,245.10001,260.0,245.10001,257.29999,153313.0,3.603776782614175,-0.06035814889336118
29,2022-07-12,NSE:EMUDHRA,253.10001,256.60001,248.10001,249.89999,39063.0,-2.876020321648663,3.603776782614175
30,2022-07-13,NSE:EMUDHRA,251.0,256.0,250.0,251.2,24824.0,0.5202121056507389,-2.876020321648663
31,2022-07-14,NSE:EMUDHRA,250.0,252.05,246.10001,250.2,25879.0,-0.3980891719745223,0.5202121056507389
32,2022-07-15,NSE:EMUDHRA,255.0,255.0,246.2,247.64999,22348.0,-1.0191886490807298,-0.3980891719745223
33,2022-07-18,NSE:EMUDHRA,248.0,250.95,248.0,248.95,20217.0,0.5249384423556755,-1.0191886490807298
34,2022-07-19,NSE:EMUDHRA,248.05,251.45,245.10001,246.2,37091.0,-1.1046394858405302,0.5249384423556755
35,2022-07-20,NSE:EMUDHRA,248.35001,250.89999,245.05,246.95,40012.0,0.3046303818034119,-1.1046394858405302
36,2022-07-21,NSE:EMUDHRA,248.0,250.60001,246.10001,250.0,119770.0,1.235067827495449,0.3046303818034119
37,2022-07-22,NSE:EMUDHRA,253.0,256.95001,249.0,253.7,96562.0,1.4799999999999953,1.235067827495449
38,2022-07-25,NSE:EMUDHRA,257.0,296.79999,256.0,285.25,2460622.0,12.435947970043363,1.4799999999999953
39,2022-07-26,NSE:EMUDHRA,283.29999,337.0,278.54999,327.04999,3663673.0,14.653808939526725,12.435947970043363
40,2022-07-27,NSE:EMUDHRA,329.20001,356.64999,321.0,327.20001,3014836.0,0.04587066338086128,14.653808939526725
41,2022-07-28,NSE:EMUDHRA,330.20001,336.75,327.04999,333.35001,656968.0,1.879584294633725,0.04587066338086128
42,2022-07-29,NSE:EMUDHRA,330.39999,373.45001,328.89999,341.10001,2308649.0,2.324883686069186,1.879584294633725
43,2022-08-01,NSE:EMUDHRA,347.0,366.75,336.20001,354.60001,866761.0,3.9577835251309432,2.324883686069186
44,2022-08-02,NSE:EMUDHRA,353.0,366.29999,350.60001,361.29999,743139.0,1.8894472112394984,3.9577835251309432
45,2022-08-03,NSE:EMUDHRA,363.89999,374.70001,361.0,366.04999,835824.0,1.3146969641488229,1.8894472112394984
46,2022-08-04,NSE:EMUDHRA,368.0,371.29999,332.85001,358.0,741301.0,-2.1991504493689455,1.3146969641488229
47,2022-08-05,NSE:EMUDHRA,356.70001,367.79999,353.14999,358.75,347754.0,0.20949720670391062,-2.1991504493689455
48,2022-08-08,NSE:EMUDHRA,354.29999,360.0,342.0,344.54999,338370.0,-3.958190940766556,0.20949720670391062
49,2022-08-10,NSE:EMUDHRA,342.0,362.0,342.0,350.75,631170.0,1.799451510650173,-3.958190940766556
50,2022-08-11,NSE:EMUDHRA,351.25,398.89999,351.25,379.29999,2424242.0,8.139697790449032,1.799451510650173
51,2022-08-12,NSE:EMUDHRA,380.70001,394.0,364.0,368.35001,1064451.0,-2.8868917186103755,8.139697790449032
52,2022-08-16,NSE:EMUDHRA,372.79999,372.79999,354.45001,356.70001,474636.0,-3.1627527307519223,-2.8868917186103755
53,2022-08-17,NSE:EMUDHRA,359.70001,369.0,355.75,362.60001,398385.0,1.6540509768979195,-3.1627527307519223
54,2022-08-18,NSE:EMUDHRA,363.64999,365.89999,349.64999,356.25,560424.0,-1.7512437465183737,1.6540509768979195
55,2022-08-19,NSE:EMUDHRA,355.5,359.29999,349.45001,350.79999,294550.0,-1.5298273684210584,-1.7512437465183737
56,2022-08-22,NSE:EMUDHRA,352.0,365.0,349.45001,352.85001,420144.0,0.5843842811968204,-1.5298273684210584
57,2022-08-23,NSE:EMUDHRA,352.85001,362.20001,350.0,357.39999,207457.0,1.289494082769051,0.5843842811968204
58,2022-08-24,NSE:EMUDHRA,357.95001,380.95001,350.20001,358.75,1112190.0,0.3777308443685176,1.289494082769051
59,2022-08-25,NSE:EMUDHRA,357.75,364.95001,355.04999,356.75,452698.0,-0.5574912891986062,0.3777308443685176
60,2022-08-26,NSE:EMUDHRA,359.5,366.29999,355.20001,361.60001,320551.0,1.3594982480728794,-0.5574912891986062
61,2022-08-29,NSE:EMUDHRA,354.0,365.0,350.0,359.70001,279460.0,-0.5254424633450583,1.3594982480728794
62,2022-08-30,NSE:EMUDHRA,361.14999,384.0,356.60001,359.35001,855474.0,-0.09730330560736507,-0.5254424633450583
63,2022-09-01,NSE:EMUDHRA,358.0,370.95001,355.29999,357.89999,370678.0,-0.40351188525081577,-0.09730330560736507
64,2022-09-02,NSE:EMUDHRA,360.45001,364.39999,350.0,351.75,243675.0,-1.7183543369196523,-0.40351188525081577
65,2022-09-05,NSE:EMUDHRA,352.10001,354.70001,334.0,338.39999,351640.0,-3.795312011371712,-1.7183543369196523
66,2022-09-06,NSE:EMUDHRA,341.0,342.89999,324.5,326.20001,321637.0,-3.6051951419974873,-3.795312011371712
67,2022-09-07,NSE:EMUDHRA,324.70001,335.0,322.45001,329.70001,264795.0,1.0729613404978129,-3.6051951419974873
68,2022-09-08,NSE:EMUDHRA,334.29999,340.79999,330.39999,332.5,157930.0,0.8492538413935685,1.0729613404978129
