timestamp,portfolio,symbol,side,qty,price,pnl,cash_after,generation,votes,notes
,TRADING,NUVOCO.NS,BUY,1,1615.5695214697985,,148384.4304785302,,2,ML:42%
,TRADING,SMALLGROWW.NS,BUY,1,2108.165508502995,,98898.64075479645,,3,ML:40%
,TRADING,TRF.NS,BUY,1,2542.284947519569,,96356.35580727688,,2,ML:39%
,TRADING,GARUDA.NS,BUY,2,3118.136549195054,,90120.08270888677,,2,ML:41%
,TRADING,SMALLGROWW.NS,SELL,1,2087.2075393767145,0.0,92207.29024826348,,,
,TRADING,NUVOCO.NS,SELL,1,1656.0712436558201,0.0,93863.3614919193,,,
,TRADING,GARUDA.NS,SELL,2,3394.2722052235554,0.0,100651.90590236642,,,
,TRADING,TRF.NS,SELL,1,2817.3423246832895,0.0,103469.2482270497,,,
,TRADING,PACEDIGITK.NS,BUY,15,188.793353847716,,147168.09969228425,,2,ML:38%
,TRADING,PACEDIGITK.NS,SELL,15,182.92,0.0,102562.04249397588,,,
,TRADING,PACEDIGITK.NS,BUY,2,182.76,,102196.52249397588,,2,ML:41%
,TRADING,SWELECTES.NS,BUY,1,605.3,,101591.22249397587,,2,ML:54%
,TRADING,HDFCPSUBK.NS,BUY,11,86.59,,100638.73249397587,,2,ML:42%
,TRADING,PACEDIGITK.NS,SELL,2,182.3,0.0,101003.33249397587,,,
,TRADING,PACEDIGITK.NS,BUY,5,182.49,,100090.88249397588,,2,ML:43%
,TRADING,PACEDIGITK.NS,SELL,5,182.39,0.0,101002.83249397587,,,
,TRADING,UJJIVANSFB.NS,BUY,14,69.92,,100023.95249397587,,3,ML:36%
,TRADING,PACEDIGITK.NS,BUY,10,182.59,,98198.05249397588,,2,ML:39%
,TRADING,SWELECTES.NS,SELL,1,603.35,0.0,98801.40249397588,,,
,TRADING,HDFCPSUBK.NS,SELL,11,86.41,0.0,99751.91249397588,,,
,TRADING,HDFCPSUBK.NS,BUY,11,86.41,,98801.40249397588,,2,ML:34%
,TRADING,PACEDIGITK.NS,SELL,10,182.11,0.0,100622.50249397589,,,
,TRADING,HDFCPSUBK.NS,SELL,11,86.49,0.0,101573.89249397589,,,
,TRADING,HDFCPSUBK.NS,BUY,7,86.49,,100968.4624939759,,2,ML:40%
,TRADING,PACEDIGITK.NS,BUY,5,182.0,,100058.4624939759,,2,ML:37%
,TRADING,GROWWPSE.NS,BUY,20,98.04,,98097.66249397589,,3,ML:33%
,TRADING,GROWWPSE.NS,SELL,20,97.7,0.0,100051.66249397589,,,
,TRADING,HDFCPSUBK.NS,SELL,7,86.38,0.0,100656.3224939759,,,
,TRADING,HDFCPSUBK.NS,BUY,11,86.38,,99706.1424939759,,4,ML:33%
,TRADING,GRADIENTE.NS,BUY,1056,2.84,,147000.96,,3,ML:57%
,TRADING,YESBANK.NS,BUY,173,22.53,,143103.27,,2,ML:43%
,TRADING,PRAVEG.NS,BUY,21,260.25,,137638.02,,4,ML:39%
,TRADING,ONIXSOLAR.NS,BUY,32,276.15,,141163.2,AVELLANEDA_INVENTORY_SKEW
,TRADING,TECHM.NS,BUY,5,1568.0,,133323.2,AVELLANEDA_INVENTORY_SKEW
,TRADING,BANG.NS,BUY,24,34.38581554396792,,166476.4013507799,MC_PROB:52%
,TRADING,BANG.NS,SELL,24,34.32100955463002,0.0,167300.105580091,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.486371512924364,,166467.56894865158,MC_PROB:51%
,TRADING,SBGLP.NS,SELL,34,24.518829364084553,0.0,167301.20914703046,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.480759550732575,,166468.86332230555,MC_PROB:50%
,TRADING,SBGLP.NS,SELL,34,24.466803583645742,0.0,167300.73464414952,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.4163406223643,,166470.57906298913,MC_PROB:56%
,TRADING,SBGLP.NS,SELL,34,24.374149933521057,0.0,167299.30016072883,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.372071561257982,,166470.64972764606,MC_PROB:54%
,TRADING,SBGLP.NS,SELL,34,24.410566789537558,0.0,167300.60899849032,TR_FAST_SCALP_EXIT
,TRADING,MAFATIND.NS,BUY,6,120.78546392724314,,166575.89621492688,MC_PROB:50%
,TRADING,MAFATIND.NS,SELL,6,120.3511204512166,0.0,167298.00293763418,TR_FAST_SCALP_EXIT
,TRADING,BANG.NS,BUY,23,34.996787048863794,,166493.07683551032,MC_PROB:50%
,TRADING,BANG.NS,SELL,23,35.147992103877385,0.0,167301.4806538995,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.328751249690413,,166474.30311141,MC_PROB:54%
,TRADING,SBGLP.NS,SELL,34,24.42213378171542,0.0,167304.65565998832,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.454356188110694,,166473.20754959257,MC_PROB:53%
,TRADING,SBGLP.NS,SELL,34,24.457829532514058,0.0,167304.77375369804,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,34,24.53221339703628,,166470.6784981988,MC_PROB:50%
,TRADING,SBGLP.NS,SELL,34,24.5779709824858,0.0,167306.3295116033,TR_FAST_SCALP_EXIT
,TRADING,SBGLP.NS,BUY,33,24.61533868332379,,166494.02333505361,MC_PROB:61%
,TRADING,SBGLP.NS,SELL,33,24.60411010038683,0.0,167305.95896836638,TR_FAST_SCALP_EXIT
