timestamp,portfolio,symbol,side,qty,price,pnl,notes
2026-09-01T14:05:03,LONG_TERM_VALUE,INFY.NS,BUY,7,3351.4168306512647,0.0,QGLP Buy (Score:10)
2026-09-01T14:05:03,LONG_TERM_VALUE,AXISBANK.NS,BUY,6,4126.808474408945,0.0,QGLP Buy (Score:8)
2026-09-01T14:05:03,LONG_TERM_VALUE,RELIANCE.NS,BUY,9,2514.1788889798377,0.0,QGLP Buy (Score:8)
