,datetime,symbol,open,high,low,close,volume,change (%),last day change (%)
0,2024-04-23,NSE:AIIL,171.0,190.640002,155.009998,185.240002,1063225.0,,
1,2024-04-24,NSE:AIIL,190.0,193.659998,178.2,181.640002,178920.0,-1.9434247252923234,
2,2024-04-25,NSE:AIIL,183.25,183.25,174.059998,177.190002,68940.0,-2.4499008759094907,-1.9434247252923234
3,2024-04-26,NSE:AIIL,178.840002,178.840002,165.6,170.819996,75620.0,-3.595014350753261,-2.4499008759094907
4,2024-04-29,NSE:AIIL,170.819996,170.819996,166.8,168.159998,31320.0,-1.5571935735205154,-3.595014350753261
5,2024-04-30,NSE:AIIL,173.8,173.8,164.319996,166.609998,36880.0,-0.921741209820906,-1.5571935735205154
6,2024-05-02,NSE:AIIL,169.790002,169.790002,164.319996,165.180004,28455.0,-0.858288228297076,-0.921741209820906
7,2024-05-03,NSE:AIIL,168.919996,172.419996,164.459998,166.080004,17690.0,0.5448601393665093,-0.858288228297076
8,2024-05-06,NSE:AIIL,166.2,168.509998,161.2,162.840002,52620.0,-1.950868209275816,0.5448601393665093
9,2024-05-07,NSE:AIIL,165.280004,165.280004,153.830004,156.830004,68915.0,-3.6907381025455868,-1.950868209275816
10,2024-05-08,NSE:AIIL,156.040002,159.609998,153.440002,157.030004,26120.0,0.1275266179295568,-3.6907381025455868
11,2024-05-09,NSE:AIIL,156.769996,160.190002,150.65,155.640002,58805.0,-0.8851824266654043,0.1275266179295568
12,2024-05-10,NSE:AIIL,155.709998,167.069996,146.440002,152.890002,165055.0,-1.7668979469686719,-0.8851824266654043
13,2024-05-13,NSE:AIIL,147.2,157.25,147.2,152.490002,98705.0,-0.26162600220255455,-1.7668979469686719
14,2024-05-14,NSE:AIIL,153.680004,166.440002,153.680004,164.6,84320.0,7.9415029452225925,-0.26162600220255455
15,2024-05-15,NSE:AIIL,166.559998,169.6,160.830004,165.990002,79805.0,0.8444726609963606,7.9415029452225925
16,2024-05-16,NSE:AIIL,166.8,172.880004,164.5,171.090002,80805.0,3.0724742084164767,0.8444726609963606
17,2024-05-17,NSE:AIIL,172.4,184.0,170.219996,178.259998,170595.0,4.190774397208784,3.0724742084164767
18,2024-05-18,NSE:AIIL,176.2,182.659998,174.0,175.45,20200.0,-1.5763480486519512,4.190774397208784
19,2024-05-21,NSE:AIIL,175.45,177.6,166.230004,168.330004,68080.0,-4.058133941293808,-1.5763480486519512
20,2024-05-22,NSE:AIIL,170.85,172.990002,166.169996,170.230004,64675.0,1.128735195657695,-4.058133941293808
21,2024-05-23,NSE:AIIL,167.680004,170.990002,167.230004,167.630004,33815.0,-1.5273453203936918,1.128735195657695
22,2024-05-24,NSE:AIIL,167.990002,180.0,167.630004,173.490002,798260.0,3.4957930323738404,-1.5273453203936918
23,2024-05-27,NSE:AIIL,176.090002,179.590002,166.5,168.05,80920.0,-3.13562853034032,3.4957930323738404
24,2024-05-28,NSE:AIIL,168.05,168.869996,162.05,163.130004,64145.0,-2.9276977090151726,-3.13562853034032
25,2024-05-29,NSE:AIIL,163.2,169.990002,160.0,162.709998,108470.0,-0.25746704450519153,-2.9276977090151726
26,2024-05-30,NSE:AIIL,168.0,168.280004,161.4,162.569996,72300.0,-0.08604388281045257,-0.25746704450519153
27,2024-05-31,NSE:AIIL,178.659998,178.659998,163.530004,165.109998,452505.0,1.5624051562380472,-0.08604388281045257
28,2024-06-03,NSE:AIIL,177.959998,189.4,163.009998,184.819996,966225.0,11.937495147931632,1.5624051562380472
29,2024-06-04,NSE:AIIL,180.040002,184.069996,156.659998,164.630004,465125.0,-10.924138316721956,11.937495147931632
30,2024-06-05,NSE:AIIL,164.630004,174.009998,159.0,170.930004,261895.0,3.826762951424081,-10.924138316721956
31,2024-06-06,NSE:AIIL,175.6,198.0,168.090002,194.059998,3199560.0,13.531851318508137,3.826762951424081
32,2024-06-07,NSE:AIIL,195.390002,216.89,195.0,211.45,1113280.0,8.961147160271526,13.531851318508137
33,2024-06-10,NSE:AIIL,213.6,213.6,200.0,207.4,1070585.0,-1.9153464175928034,8.961147160271526
34,2024-06-11,NSE:AIIL,208.2,225.6,206.4,209.27,782105.0,0.9016393442622972,-1.9153464175928034
35,2024-06-12,NSE:AIIL,210.32,219.0,206.4,217.08,374025.0,3.732020834328859,0.9016393442622972
36,2024-06-13,NSE:AIIL,220.34,228.61,218.39,221.6,570540.0,2.0821816841717253,3.732020834328859
37,2024-06-14,NSE:AIIL,223.0,230.0,222.22,224.13,272660.0,1.1416967509025278,2.0821816841717253
38,2024-06-18,NSE:AIIL,227.49,227.8,207.87,213.51,331975.0,-4.738321509838043,1.1416967509025278
39,2024-06-19,NSE:AIIL,213.51,217.4,197.890002,201.99,320400.0,-5.395531825207242,-4.738321509838043
40,2024-06-20,NSE:AIIL,206.04,224.0,206.04,219.21,718460.0,8.52517451358978,-5.395531825207242
41,2024-06-21,NSE:AIIL,228.6,228.61,219.24,226.22,327600.0,3.197846813557771,8.52517451358978
42,2024-06-24,NSE:AIIL,228.61,233.96,223.73,229.0,399840.0,1.2288922288038198,3.197846813557771
43,2024-06-25,NSE:AIIL,229.4,231.47,224.13,229.96,257695.0,0.4192139737991301,1.2288922288038198
44,2024-06-26,NSE:AIIL,233.78,234.8,227.49,229.25,235625.0,-0.3087493477126491,0.4192139737991301
45,2024-06-27,NSE:AIIL,233.0,233.0,221.01,227.6,248900.0,-0.7197382769901879,-0.3087493477126491
